pl_lang	probability
pl	1.0000247955322266
pl	0.9995232820510864
pl	0.9994668364524841
pl	0.9726704955101013
pl	0.9994304776191711
pl	0.8235906958580017
pl	0.998150646686554
pl	0.9916994571685791
pl	0.9887419939041138
pl	0.9420632123947144
pl	1.0000590085983276
pl	0.9982206225395203
pl	0.999749481678009
pl	0.9988500475883484
pl	0.9988500475883484
pl	0.9996302723884583
pl	0.9992660880088806
pl	0.9962041974067688
pl	0.9985682368278503
pl	0.9812361598014832
pl	1.0000125169754028
pl	0.9734654426574707
pl	1.000027060508728
pl	1.0000513792037964
pl	0.9951848387718201
pl	0.9733037352561951
pl	1.000022530555725
pl	0.9978796243667603
hr	0.15943944454193115
pl	0.9392721652984619
pl	0.9992977976799011
pl	0.9992977976799011
pl	0.9976421594619751
pl	0.9976421594619751
pl	0.9976421594619751
pl	0.9969825744628906
pl	0.999970018863678
pl	0.9978088140487671
pl	0.9837673902511597
pl	0.36866652965545654
pl	1.0000451803207397
pl	0.7326217889785767
pl	0.9974247813224792
pl	0.9998096823692322
pl	0.9999974966049194
pl	0.9996123313903809
pl	0.9868592023849487
pl	1.0000274181365967
pl	0.9987461566925049
pl	0.9835435152053833
pl	0.7301285862922668
pl	0.9996514916419983
pl	0.9996514916419983
pl	1.0000457763671875
pl	0.9760836362838745
pl	0.9985130429267883
pl	0.959539532661438
pl	0.9991884231567383
pl	0.991378128528595
pl	1.0000455379486084
pl	0.9762918949127197
pl	0.9762918949127197
pl	0.9992764592170715
pl	0.9219465851783752
pl	1.000037670135498
pl	0.9987213015556335
pl	0.9992726445198059
pl	1.0000568628311157
pl	1.000025987625122
pl	0.9926518201828003
pl	1.0
pl	0.9999851584434509
pl	0.9479393362998962
pl	1.00005042552948
pl	0.9997646808624268
pl	0.9999847412109375
pl	0.992898166179657
pl	0.99382483959198
pl	1.0000596046447754
pl	1.0000596046447754
pl	0.9857513904571533
pl	0.9979929327964783
pl	1.0000375509262085
pl	0.9999631643295288
pl	0.9878868460655212
pl	0.9992037415504456
pl	0.9996252655982971
pl	0.999775230884552
pl	0.9999063014984131
pl	0.999945878982544
pl	0.9980869293212891
pl	0.9974502325057983
pl	0.718035876750946
pl	0.9990256428718567
pl	1.0000083446502686
pl	1.0000090599060059
pl	0.973461925983429
pl	0.999132513999939
pl	0.9777737259864807
pl	1.000057339668274
pl	1.0000470876693726
pl	0.9998767971992493
pl	0.9979584217071533
pl	1.0000356435775757
pl	0.994083046913147
pl	1.0000150203704834
pl	0.9982721209526062
pl	0.9997462034225464
pl	0.9998524188995361
pl	0.9997214674949646
pl	0.9997594356536865
pl	0.9997063279151917
pl	0.9998412132263184
pl	1.0000580549240112
pl	0.9943567514419556
pl	0.9433804154396057
pl	0.9994378089904785
pl	0.9998244047164917
pl	0.990730881690979
pl	0.9776468873023987
pl	0.9993742108345032
pl	0.999929666519165
pl	0.999929666519165
pl	0.5687549114227295
pl	0.9999063611030579
pl	1.000058650970459
pl	0.9999518394470215
pl	1.0000560283660889
pl	1.0000548362731934
pl	0.9997739195823669
pl	0.99985271692276
pl	0.9998850226402283
pl	0.924841582775116
pl	0.9942114353179932
pl	0.687170147895813
pl	0.999773383140564
pl	0.9980458617210388
pl	0.8367516994476318
pl	1.0000572204589844
pl	0.9919918775558472
pl	0.9823324084281921
pl	0.9998933672904968
pl	0.9962428212165833
pl	1.000052571296692
pl	1.0000364780426025
lt	0.5082502365112305
pl	0.9996113181114197
pl	1.0000509023666382
pl	0.9997444152832031
pl	1.0000122785568237
pl	0.9989071488380432
pl	0.6020945906639099
pl	1.0000585317611694
pl	0.994023859500885
pl	0.4404487609863281
pl	0.4496295154094696
pl	0.9997172951698303
pl	1.0000020265579224
pl	0.9999401569366455
pl	1.0000594854354858
pl	1.0000324249267578
pl	1.0000172853469849
pl	1.000043272972107
pl	0.9987139105796814
