es_lang	probability
es	0.6771577596664429
es	0.9956803917884827
es	0.9955180287361145
es	0.99888676404953
es	0.9987808465957642
es	0.9050652384757996
es	0.9979665279388428
es	0.910832941532135
es	0.9080005288124084
es	0.889997661113739
es	0.9628702998161316
es	0.99806147813797
es	0.9544060826301575
es	0.9995842576026917
es	0.9915953874588013
es	0.996005117893219
es	0.9522523283958435
es	0.9905237555503845
es	0.9948601722717285
es	0.9896454215049744
es	0.9997895956039429
es	0.9998487234115601
es	0.9998487234115601
es	0.9998487234115601
es	0.9998487234115601
es	0.9998487234115601
es	0.9980330467224121
es	0.9140425324440002
es	0.8646961450576782
es	0.44937729835510254
es	0.9281158447265625
es	0.9970725178718567
es	0.881320059299469
es	0.9867843389511108
es	0.600458025932312
es	0.9997288584709167
es	0.9997288584709167
es	0.9997288584709167
es	0.9994010329246521
es	0.997535765171051
es	0.997535765171051
es	0.9991281032562256
es	0.9991281032562256
es	1.000015377998352
es	0.9942898154258728
es	0.9991945624351501
es	0.9991945624351501
es	0.9406007528305054
es	0.9900041818618774
es	0.9775665998458862
es	0.9766033887863159
es	0.9991295337677002
es	0.9997698664665222
es	0.5334096550941467
es	0.9997373819351196
es	0.7789394855499268
es	0.7835667133331299
es	0.9395405650138855
es	0.999939501285553
es	0.9976166486740112
es	0.9645884037017822
es	0.9979107975959778
es	0.9221930503845215
es	0.9221930503845215
es	0.9999059438705444
es	0.9999999403953552
es	0.9985568523406982
es	0.9919731616973877
es	0.9951189756393433
es	0.9992186427116394
es	0.9995623230934143
es	1.0000303983688354
es	0.9950539469718933
es	0.9991754293441772
es	0.827379047870636
es	0.25670844316482544
es	0.25670844316482544
es	0.25670844316482544
es	0.991722583770752
es	0.7187827825546265
es	0.9950262308120728
es	0.9932851791381836
es	1.000045657157898
es	1.000045657157898
es	0.7272177338600159
es	0.9284040927886963
es	0.997918963432312
es	0.8871883749961853
es	0.993809700012207
es	0.8858843445777893
es	0.9819102883338928
es	0.9998134970664978
es	0.9997215867042542
es	0.9585192203521729
es	0.9939071536064148
es	0.975864827632904
es	0.9997100234031677
es	0.9997100234031677
es	0.8019908666610718
es	0.8019908666610718
es	0.9996768236160278
es	0.9725220799446106
es	0.7685689926147461
es	0.9994553923606873
es	0.9884697198867798
es	0.9998721480369568
es	0.9999857544898987
es	0.9999352693557739
es	0.5337304472923279
es	0.9494349360466003
es	0.9086644053459167
es	0.9768310189247131
es	0.8256985545158386
es	0.978003978729248
es	0.9926126003265381
es	0.7349827885627747
es	0.9639616012573242
es	0.9956571459770203
es	0.9993672966957092
es	0.8883909583091736
es	0.8883909583091736
es	0.988940417766571
es	0.9673651456832886
es	0.952642023563385
es	0.952642023563385
es	0.9917975068092346
es	0.995033860206604
es	0.9999445676803589
es	0.9653374552726746
es	0.9168314337730408
es	0.9310013651847839
es	1.0000475645065308
es	0.9820897579193115
es	0.9997484087944031
es	0.9259628653526306
es	0.9991331696510315
es	0.9979649186134338
es	0.9945557117462158
es	0.9955998063087463
es	0.96518474817276
es	0.9625202417373657
es	0.9033700823783875
es	0.4997365176677704
es	0.9999029636383057
es	0.9999029636383057
es	0.9988721013069153
es	0.9987428188323975
es	0.9909716844558716
es	0.9706491231918335
es	0.9626853466033936
es	0.8741912841796875
es	0.9998194575309753
es	0.9734919667243958
es	0.958068311214447
es	0.9706538915634155
es	0.9727386236190796
es	0.9989874958992004
es	0.5349955558776855
es	0.5349955558776855
es	0.9224393367767334
es	0.9899247884750366
es	0.9806383848190308
es	0.9914167523384094
es	0.9793502688407898
es	0.9874237179756165
es	0.9814984798431396
es	0.9538121223449707
es	0.8724550604820251
es	1.0000381469726562
es	1.0000381469726562
es	0.9918022751808167
es	0.9971468448638916
es	0.999047577381134
es	0.8597936034202576
es	0.8597936034202576
es	1.0000364780426025
es	0.9990130662918091
es	0.9671767950057983
es	0.9996436238288879
es	0.8762431144714355
es	0.9956732392311096
es	0.9093019962310791
es	0.993389904499054
es	0.993389904499054
es	0.746533215045929
es	0.9980801343917847
es	0.9980801343917847
es	0.9803165793418884
es	0.9996516108512878
es	0.9665416479110718
es	0.7552262544631958
es	0.9935404062271118
es	0.996965765953064
es	0.9999406337738037
es	0.9999406337738037
es	0.997751772403717
es	0.9935259222984314
es	0.9999638795852661
es	0.9491443037986755
es	0.9962741136550903
es	0.9962741136550903
es	1.000046730041504
es	1.000046730041504
es	0.8146023750305176
es	0.9984793066978455
es	0.9990178346633911
es	1.0000289678573608
es	1.0000314712524414
es	0.9999719262123108
es	0.9996222853660583
es	0.9223374128341675
es	0.9960582256317139
es	0.9999158382415771
es	0.9999158382415771
es	0.9836299419403076
es	0.9501916170120239
es	0.9606221318244934
es	0.9912426471710205
es	0.9952706694602966
es	0.9656951427459717
es	0.999602198600769
es	0.9891397953033447
es	0.9998449087142944
es	0.7966664433479309
es	0.9915611743927002
es	0.9893694519996643
es	0.9829747080802917
es	0.9505010843276978
es	0.9987223148345947
es	0.9982345104217529
es	0.9649053812026978
es	0.9426828622817993
es	0.9999247789382935
es	1.0000476837158203
es	0.8590013384819031
es	0.9996336102485657
es	0.9998373985290527
es	0.9921726584434509
es	0.999149739742279
es	0.9443788528442383
es	0.9987972378730774
es	0.9945513010025024
es	1.0000495910644531
es	0.7714580297470093
es	0.9993267059326172
es	0.96877521276474
es	0.9973483681678772
es	0.9790324568748474
es	0.9886062741279602
es	0.9348535537719727
es	0.9928230047225952
es	0.8872303366661072
es	0.9768122434616089
es	0.9815837144851685
es	0.9998981356620789
es	0.9473089575767517
es	0.9991380572319031
es	0.827135443687439
es	0.9936203956604004
es	0.9633957743644714
es	0.9806022644042969
es	0.9944619536399841
es	0.991445779800415
es	0.9371195435523987
es	0.9976791143417358
es	0.9837403297424316
es	0.9731854796409607
es	0.9550825357437134
es	1.0000200271606445
es	0.8421445488929749
es	0.9923203587532043
es	0.9923203587532043
es	0.9923203587532043
es	0.9958318471908569
es	0.9958318471908569
es	0.9975845217704773
es	0.9993021488189697
es	0.9982463717460632
es	0.9159421920776367
es	0.8151022791862488
es	0.7847632765769958
es	0.889340341091156
es	0.889340341091156
es	0.9579269886016846
es	0.9998144507408142
es	0.9924087524414062
es	0.9924087524414062
es	0.9847143292427063
es	1.0000499486923218
es	1.0000499486923218
es	1.000047206878662
es	0.8945713043212891
es	0.9981696605682373
es	0.9981696605682373
es	0.914559543132782
es	0.9932664036750793
es	0.9786492586135864
es	0.9942496418952942
es	0.9983429312705994
es	0.9983429312705994
es	0.9922926425933838
es	0.9922926425933838
es	0.9991561770439148
es	0.8619839549064636
es	0.996734082698822
es	0.9689121842384338
es	0.9966561794281006
es	0.9681674242019653
es	0.8916131258010864
es	0.9872486591339111
es	0.9696467518806458
es	0.7735568881034851
es	0.9816176891326904
es	0.9999440312385559
es	0.844410240650177
es	0.9997868537902832
es	0.9913908839225769
es	0.9992040991783142
es	0.9981794953346252
es	0.9796750545501709
es	0.8778302073478699
es	0.9797977805137634
es	0.9996738433837891
es	0.6290607452392578
es	0.9990144968032837
es	0.9625627994537354
es	0.667455792427063
es	0.9377148151397705
es	0.9999861717224121
es	0.8090693950653076
es	0.8425382971763611
es	0.999939501285553
es	0.8905552625656128
es	0.9431031346321106
es	0.9923114776611328
es	0.9944283962249756
es	0.9959731698036194
es	0.9943119883537292
es	0.8045770525932312
es	0.9991660118103027
es	0.8648413419723511
es	1.0000410079956055
es	1.0000410079956055
es	0.9968115091323853
es	0.51448655128479
es	0.8752487301826477
es	0.996141254901886
es	0.994258463382721
es	0.9516171813011169
es	0.9996487498283386
es	0.9918131828308105
es	0.9763346910476685
es	0.9924408793449402
es	0.9848558902740479
es	1.0000473260879517
es	0.9997137784957886
es	0.9997137784957886
es	0.999895453453064
es	0.8610929846763611
es	0.8710636496543884
es	0.9789783954620361
es	0.9789783954620361
es	0.6371450424194336
es	0.6538991332054138
es	0.9952200651168823
es	0.9998840689659119
es	0.9998840689659119
es	0.6425727009773254
es	0.967821478843689
es	0.967821478843689
es	0.9992824196815491
es	0.9854229092597961
es	0.9994216561317444
es	0.9176802635192871
es	0.9967403411865234
es	0.9871439933776855
es	0.9991862773895264
es	0.9763684272766113
es	0.9483462572097778
es	0.9703388214111328
es	0.9349247813224792
es	0.9915504455566406
es	0.9990147352218628
es	0.9798757433891296
es	0.9963995814323425
es	0.9852327704429626
es	0.9852327704429626
es	0.9852327704429626
es	0.9983853101730347
es	0.9048322439193726
es	1.000034213066101
es	0.9932150840759277
es	0.9816603660583496
es	0.9816603660583496
es	0.9757329821586609
es	0.98027104139328
es	0.9961037039756775
es	0.9994218945503235
es	0.7541835904121399
es	0.9320427775382996
es	0.9320427775382996
es	0.9320427775382996
es	0.7997832894325256
es	0.998578667640686
es	0.9902060031890869
es	0.9902060031890869
es	0.9344127774238586
es	0.9902964234352112
es	0.9720891714096069
es	0.999428927898407
es	0.999428927898407
es	0.9950709939002991
es	0.9971948266029358
es	0.9835619926452637
es	0.8494717478752136
es	0.999968945980072
es	0.9873044490814209
es	0.9999749064445496
es	0.998124361038208
es	0.998124361038208
es	0.9941972494125366
es	1.0000478029251099
es	0.9981895089149475
es	0.9775853157043457
es	0.9688376188278198
es	0.9987158179283142
es	0.9262385368347168
es	0.862265408039093
es	0.6487381458282471
es	0.9862836003303528
es	0.979047954082489
es	0.979047954082489
es	0.9995907545089722
es	0.9694593548774719
es	0.9694593548774719
es	0.49617674946784973
es	0.9876564145088196
es	0.6700883507728577
es	0.9969049096107483
es	0.9048589468002319
es	0.9144515991210938
es	0.9864777326583862
es	1.0000057220458984
es	1.0000057220458984
es	0.9963393807411194
es	0.996604859828949
es	0.9900758862495422
es	0.995108962059021
es	0.998466432094574
es	0.9925212860107422
es	0.9152361750602722
es	0.9990928769111633
es	0.9991793036460876
es	0.8884860277175903
es	0.9570124745368958
es	0.9807232022285461
es	0.9957063794136047
es	0.9524934887886047
es	0.9524934887886047
es	0.99949049949646
es	0.5744037628173828
es	0.8842757344245911
es	0.989199161529541
es	0.990196704864502
es	0.9809567332267761
es	0.9999620318412781
es	0.9624815583229065
es	1.0000433921813965
es	0.9914581775665283
es	0.999959409236908
es	0.9995006918907166
es	0.9998977780342102
es	1.0000355243682861
es	0.999943196773529
es	0.9131364226341248
es	0.9995958209037781
es	0.9871959090232849
es	0.8430584669113159
es	1.0000383853912354
es	0.9415079951286316
es	0.9415079951286316
es	0.9574790000915527
es	0.6920775771141052
es	0.9816502928733826
es	0.9999040365219116
es	0.9918456077575684
es	0.997442364692688
es	0.9896244406700134
es	0.9894629716873169
es	0.9970553517341614
es	1.000047206878662
es	0.967628002166748
es	0.9856296181678772
es	0.8999021649360657
es	0.9996580481529236
es	1.0000028610229492
es	0.37485069036483765
es	0.9947658181190491
es	0.9964962601661682
es	0.9995145797729492
es	0.9955593943595886
es	0.9972143769264221
es	0.9994634985923767
es	0.8245114088058472
es	0.9980374574661255
es	0.996416449546814
es	0.996416449546814
es	0.9993171691894531
es	0.9992821216583252
es	0.9990260004997253
es	0.9990260004997253
es	0.9990260004997253
es	0.9990260004997253
es	0.9889340996742249
es	0.999870240688324
es	0.9417617321014404
es	0.9736512303352356
ro	0.7857431769371033
es	0.988304853439331
es	0.9599804282188416
es	0.992518961429596
es	0.9977760314941406
es	0.9991960525512695
es	0.9972673058509827
es	0.9972673058509827
es	0.9926055073738098
es	0.9992482662200928
es	0.9041575789451599
es	0.9925479292869568
es	0.9945674538612366
es	0.9999599456787109
es	0.9794602394104004
es	0.9638732075691223
es	0.982612133026123
es	0.9862579703330994
es	0.9299819469451904
es	0.9772471785545349
es	0.9772471785545349
es	0.998995840549469
es	0.9954216480255127
es	0.9994781017303467
es	0.9712021946907043
es	1.0000442266464233
es	0.9995341300964355
es	0.9610938429832458
es	0.9999388456344604
es	0.9995587468147278
es	0.9914278388023376
es	1.000049114227295
es	0.9990234375
es	0.9985355734825134
es	0.9891983270645142
es	0.9960039854049683
es	0.9588025808334351
es	0.9588025808334351
es	0.9789986610412598
es	0.7716497778892517
es	0.7716497778892517
es	0.9193897843360901
es	0.8873807191848755
es	0.9828433990478516
es	0.9916528463363647
es	0.5565993189811707
es	0.9050672650337219
es	0.991115927696228
es	0.9998364448547363
es	0.998180627822876
es	0.9996404647827148
es	0.9999434947967529
es	0.9995761513710022
es	0.9390175938606262
es	0.9778499603271484
es	0.9959408044815063
es	0.9889613389968872
es	1.0000401735305786
es	0.9996879696846008
es	0.9242721796035767
es	0.9999938011169434
es	0.9929901957511902
es	0.9997144341468811
es	0.999914288520813
es	0.928301215171814
es	0.9973602294921875
es	0.9965010285377502
es	0.9395579099655151
es	0.9930909872055054
es	0.9972631931304932
es	0.9988850951194763
es	0.981026828289032
es	0.9513779282569885
es	0.9999355673789978
es	0.9880248308181763
es	0.9880248308181763
es	0.999986469745636
es	0.9912653565406799
es	0.9912653565406799
es	0.891677975654602
es	0.9952219128608704
es	0.9976532459259033
es	0.9992114901542664
es	0.999561071395874
es	0.945199728012085
es	0.996749997138977
es	1.0000423192977905
es	0.9912645816802979
es	0.9912645816802979
es	0.9997732639312744
es	0.9997732639312744
es	0.9969987869262695
es	0.8888804316520691
es	0.9885439276695251
es	0.9730194211006165
es	0.9992414116859436
es	0.9791992902755737
es	1.000036597251892
es	0.9976140856742859
es	0.9976140856742859
es	0.9993752241134644
es	0.978061318397522
es	0.9312481880187988
es	0.9880694150924683
es	0.966465950012207
es	0.9839669466018677
es	0.982066810131073
es	0.9344497919082642
es	0.9962127208709717
es	0.9564558267593384
es	0.9686785936355591
es	1.0000364780426025
es	1.0000364780426025
es	0.9994627833366394
es	0.9999730587005615
es	0.735965371131897
es	0.735965371131897
es	0.9999157786369324
es	0.9999157786369324
es	0.9912081956863403
es	0.9811983108520508
es	0.960289478302002
es	0.9961212873458862
es	0.9982098937034607
es	1.0000016689300537
es	1.0000016689300537
es	0.9916537404060364
es	1.000020980834961
es	0.9851237535476685
es	1.000007152557373
es	0.9967533349990845
es	0.8739266991615295
es	0.8739266991615295
es	0.9822266101837158
es	1.000044584274292
es	1.000044584274292
es	0.9120361804962158
es	0.9936798810958862
es	0.9861511588096619
es	0.9912804365158081
es	0.9708394408226013
es	0.9551883935928345
es	0.9551883935928345
es	0.9551883935928345
es	0.9044088125228882
es	0.6894897222518921
es	1.0000475645065308
es	0.9883060455322266
es	0.7554657459259033
es	0.9947682619094849
es	0.9957304000854492
es	0.9875720143318176
es	0.9781925082206726
es	0.7284133434295654
es	0.8503037095069885
es	0.9992894530296326
es	0.9992894530296326
es	0.9995936155319214
es	0.9980791807174683
es	0.9974803924560547
es	0.9974803924560547
es	0.9996008276939392
es	0.9996008276939392
es	0.9969496726989746
es	0.9994351267814636
es	0.9994351267814636
es	0.8392712473869324
es	0.9999898076057434
es	0.9999563097953796
es	0.9833198189735413
es	0.9833198189735413
es	0.999664306640625
es	0.9382932186126709
es	0.9382932186126709
es	0.9775964617729187
es	0.9775964617729187
es	0.973300576210022
es	0.9784002900123596
es	0.9978404641151428
es	1.0000020265579224
es	0.9720122218132019
es	0.8245174884796143
es	0.9974002242088318
es	0.9708688259124756
es	0.9084081053733826
es	0.9990708827972412
es	0.9819427728652954
es	0.9890315532684326
es	0.9944629669189453
es	0.9869694113731384
es	0.8677340745925903
es	0.9722905158996582
es	0.9999200701713562
es	1.0000361204147339
es	0.9818618297576904
es	0.9818618297576904
es	0.9251940250396729
es	0.9994992017745972
es	0.9979256391525269
es	0.9979256391525269
es	0.961104691028595
es	0.9586745500564575
es	0.9999039173126221
es	0.9559873938560486
es	0.9948451519012451
es	0.6266051530838013
es	0.813351035118103
es	0.997825026512146
es	0.9983870387077332
es	0.6211527585983276
es	0.6211527585983276
es	0.9920284748077393
es	0.9120968580245972
es	0.9219105243682861
es	0.9971276521682739
es	0.8112370371818542
es	1.0000269412994385
es	0.9967716336250305
es	0.9926217794418335
es	0.9671792984008789
es	0.9897643327713013
es	0.988807737827301
es	0.9993146657943726
es	0.9987406730651855
es	0.9978369474411011
es	0.9720925688743591
es	0.9996505379676819
es	0.9992564916610718
es	0.8965356349945068
es	0.8965356349945068
es	0.9999505281448364
es	0.9946303963661194
es	0.9924706220626831
es	0.9924706220626831
es	0.9924706220626831
es	0.6323262453079224
es	0.9977465271949768
es	0.9977465271949768
es	0.9995586276054382
es	0.9999855756759644
es	0.9974664449691772
es	0.6784846782684326
es	0.9868155717849731
es	0.9918267130851746
es	0.9773488640785217
es	0.9995778799057007
es	0.9989186525344849
es	0.9564005136489868
es	0.9098554253578186
es	1.0000412464141846
es	1.0000278949737549
es	0.9946653246879578
es	0.9887752532958984
es	0.9942600131034851
es	0.995530366897583
es	0.9950800538063049
es	0.9682359099388123
es	0.9206275343894958
es	1.0000466108322144
es	0.9524005055427551
es	0.9503921270370483
es	0.9145988821983337
es	0.9938121438026428
es	0.9999225735664368
es	0.9312381744384766
es	0.8737139105796814
es	0.9964344501495361
es	1.0000299215316772
es	0.9913325309753418
es	0.9913325309753418
es	0.7270259261131287
es	0.6781219244003296
es	1.0000156164169312
es	0.9915429949760437
es	0.9015382528305054
es	0.9965713024139404
es	0.9282675385475159
es	0.9991183876991272
es	0.9997648596763611
es	0.9959723949432373
es	0.999993085861206
es	0.9992345571517944
es	0.9665543437004089
es	0.9999743700027466
es	0.9996146559715271
es	0.9996146559715271
es	0.5491613149642944
es	0.9986898303031921
es	0.9965592622756958
es	0.9997751712799072
es	0.9997751712799072
es	0.9989486932754517
es	0.9794346690177917
es	0.9917082786560059
es	0.994040310382843
es	0.9997785091400146
es	0.992017388343811
es	0.9693419337272644
es	0.9948377013206482
es	0.9976682066917419
es	0.999783456325531
es	0.9948382377624512
es	0.9991898536682129
es	0.9999999403953552
es	0.9699295163154602
es	0.9326415657997131
es	0.9996002316474915
es	1.0000300407409668
es	0.8846374750137329
es	0.9736058115959167
es	0.986927330493927
es	0.998170793056488
es	0.9845225214958191
es	0.9991633296012878
es	0.9806801676750183
es	0.9931934475898743
es	0.9330865144729614
es	0.9255456924438477
es	0.5828078389167786
es	0.5767178535461426
es	0.9999407529830933
es	0.9386268258094788
es	0.914511501789093
es	0.997637152671814
es	0.9755032062530518
es	1.0000237226486206
es	0.9052296280860901
es	0.9874075651168823
es	0.9991992712020874
es	0.9150252342224121
es	0.8224696516990662
es	0.980627179145813
es	0.9945867657661438
es	0.9994727373123169
es	0.9540282487869263
es	0.9937859177589417
es	1.0000026226043701
es	1.0000026226043701
es	0.7751205563545227
es	0.7751205563545227
es	0.975845217704773
es	0.975845217704773
es	0.9903935790061951
es	0.9002361297607422
es	0.9997937679290771
es	0.9521408677101135
es	0.9933674335479736
es	0.9939377903938293
es	0.9962222576141357
es	0.998550534248352
es	0.9394943118095398
es	0.991327702999115
es	0.6185433268547058
es	0.8963831067085266
es	0.6527652144432068
es	0.9996206760406494
es	0.9925099015235901
es	0.994172215461731
es	0.7810603976249695
es	0.9797846674919128
es	0.9797846674919128
es	0.9989573359489441
es	0.9989573359489441
es	0.9914191365242004
es	0.9989118576049805
es	0.9986851811408997
es	0.5163896083831787
es	0.9967725276947021
es	0.9967782497406006
es	0.9814839363098145
es	0.99396151304245
es	0.9772568941116333
es	0.9994876980781555
es	0.9937525987625122
es	0.9954487085342407
es	0.9859927892684937
es	0.9823698997497559
es	0.9999103546142578
es	0.9993181228637695
es	0.9992083311080933
es	0.9997718930244446
es	0.9634475111961365
es	0.9990209341049194
es	0.9995863437652588
es	0.9889123439788818
es	0.9997470378875732
es	0.9224007725715637
es	0.9805303812026978
es	0.9995940923690796
es	0.8747189044952393
es	0.9896965026855469
es	0.9891274571418762
es	0.7951934337615967
es	0.9492843151092529
es	0.9492843151092529
es	0.9441092014312744
es	0.8237167596817017
es	1.0000098943710327
es	0.993683397769928
es	0.9897004961967468
es	0.9997233152389526
es	0.998441755771637
es	0.8008505702018738
es	0.9785038232803345
es	0.995215654373169
es	0.9546471238136292
es	0.8706847429275513
es	0.9902271032333374
es	0.9938848614692688
es	0.9986082315444946
es	0.997745931148529
es	0.8987866640090942
es	0.9907989501953125
es	0.9967741370201111
es	0.9996890425682068
es	0.9240537285804749
es	0.9979339838027954
es	0.9855015873908997
es	0.4160913825035095
es	0.5596111416816711
es	0.9771950840950012
es	0.9915356636047363
es	0.9459162354469299
es	0.8826635479927063
es	0.9636129140853882
es	0.9291272759437561
es	0.8715019226074219
es	0.7995615601539612
es	0.7995615601539612
es	0.543610692024231
es	0.9973999261856079
es	0.9973999261856079
es	0.9998485445976257
es	0.9989988803863525
es	0.9906105399131775
es	0.9748877882957458
es	0.983934223651886
es	0.9991995096206665
es	0.986915111541748
es	0.8261842131614685
es	0.951640784740448
es	0.938674807548523
es	0.9909327626228333
es	0.9869880676269531
es	0.9652085900306702
es	0.9072983860969543
es	0.9843171238899231
es	0.7731262445449829
es	0.9974459409713745
es	0.9977847337722778
es	0.9996302127838135
es	0.9972238540649414
es	0.9999675750732422
es	0.9996930956840515
es	0.883768618106842
es	0.9987767934799194
es	0.9987767934799194
es	0.9967419505119324
es	0.9999337792396545
es	0.8162814974784851
es	0.8162814974784851
es	1.0000447034835815
es	1.0000360012054443
es	0.9998087286949158
es	0.9998087286949158
es	0.9936068058013916
la	0.28586629033088684
la	0.28586629033088684
la	0.28586629033088684
la	0.28586629033088684
es	0.9897812604904175
es	0.9989722967147827
es	0.9989722967147827
es	0.9989722967147827
es	0.9736926555633545
es	0.9699486494064331
es	0.9989872574806213
es	0.811943769454956
es	0.9993677735328674
es	0.9878196120262146
es	1.000046968460083
es	0.822917103767395
es	0.9992583394050598
es	0.9870437979698181
es	0.9880292415618896
es	0.9880292415618896
es	0.9891754388809204
es	0.9970262050628662
es	0.9970262050628662
es	0.9857285618782043
es	0.951444685459137
es	0.924303412437439
es	0.999098539352417
es	0.9905376434326172
es	1.0000405311584473
es	0.9962385296821594
es	0.9994695782661438
es	0.9693995118141174
es	0.908744215965271
es	0.9305115938186646
es	0.9959557056427002
es	0.9623207449913025
es	0.8670847415924072
es	0.9975171685218811
es	0.9932646751403809
es	0.981916069984436
es	0.996055006980896
es	0.996055006980896
es	0.9871668219566345
es	0.9396242499351501
es	0.9999834895133972
es	0.9928814768791199
es	0.9785918593406677
es	0.9280719757080078
es	0.9852453470230103
es	0.9954265356063843
es	0.9955908060073853
es	0.9995290637016296
es	0.9653784036636353
es	0.9978658556938171
es	0.6498245000839233
es	0.9958095550537109
es	0.8831563591957092
es	0.9756794571876526
es	0.8766303658485413
es	0.978933572769165
es	0.9953513741493225
es	0.8402708172798157
es	0.9986472725868225
es	0.9902693033218384
es	0.9997885823249817
