blr_lang	probability
be	0.999488115310669
be	0.9991329908370972
uk	0.5400716662406921
be	0.9429770112037659
uk	0.8488617539405823
be	0.9480123519897461
be	0.9988736510276794
ru	0.6780216097831726
be	0.9981527924537659
be	0.9924473762512207
be	0.9968623518943787
be	0.9975507855415344
be	0.9846233129501343
be	0.9983288049697876
be	0.9988376498222351
be	0.8762362599372864
be	0.9993360042572021
be	0.9868982434272766
be	0.9336732625961304
be	0.9986267685890198
be	0.9910463094711304
be	0.9997837543487549
be	0.9997891187667847
be	0.999774694442749
be	0.999822735786438
ru	0.8203760385513306
be	1.0000312328338623
be	0.9278191328048706
be	0.9993528723716736
be	0.9992651343345642
be	0.9755695462226868
be	0.9995346665382385
be	0.9998048543930054
be	0.9959457516670227
be	0.998390257358551
ru	0.9557806253433228
be	0.9964892268180847
be	0.9886141419410706
be	0.9987141489982605
be	0.9998965859413147
be	0.9994035363197327
be	0.9998320937156677
be	0.99308180809021
be	0.9987156391143799
uk	0.4939471483230591
be	0.997627854347229
be	0.9994771480560303
ru	0.4723047912120819
be	0.9987593293190002
be	0.9995500445365906
be	0.980472207069397
be	0.9996485710144043
be	0.998400866985321
uk	0.7968224287033081
be	0.9615080952644348
ru	0.997021496295929
be	0.9935478568077087
be	0.8626407980918884
be	1.000008225440979
be	1.0000789165496826
be	0.7773133516311646
be	0.9989506006240845
be	0.9159151315689087
ru	0.996902585029602
ru	0.9984942078590393
be	0.996966540813446
be	0.48190534114837646
be	0.9994929432868958
be	0.9975214600563049
be	0.9998032450675964
be	0.9520609974861145
be	0.993437647819519
be	0.9985243082046509
be	0.9999233484268188
be	0.9997360706329346
be	0.9851282835006714
be	0.9941673278808594
be	0.9737168550491333
uk	0.5503998398780823
be	0.4549068808555603
ru	0.49441784620285034
be	1.0000625848770142
be	0.9968295693397522
be	0.9986831545829773
be	0.9964468479156494
be	0.9624423980712891
be	0.992624044418335
be	0.9896026849746704
be	0.9998565316200256
be	0.9904298782348633
be	0.9994469285011292
be	0.819379985332489
be	0.9878081679344177
be	0.9850172400474548
be	0.9954661726951599
be	0.9901754260063171
be	0.48068276047706604
be	0.9753918647766113
be	0.9999425411224365
be	0.4796175956726074
be	0.9998911023139954
be	0.9960470795631409
be	0.9369035363197327
be	0.9937127232551575
be	0.9852429628372192
be	0.9859418272972107
be	0.9992779493331909
be	0.9870516657829285
be	0.9999621510505676
be	0.9875248670578003
be	0.9875248670578003
be	0.9986793994903564
be	0.9943049550056458
be	0.9943049550056458
be	0.99848473072052
be	0.9935651421546936
be	0.9931183457374573
be	0.9775471091270447
be	1.0000555515289307
ru	0.9041168093681335
be	0.9914793968200684
be	0.9965049624443054
be	0.9994874000549316
be	1.0000083446502686
be	0.9998104572296143
be	0.9992343783378601
be	0.9525196552276611
be	0.8736724853515625
be	1.0000500679016113
be	0.8102799654006958
be	0.9938039779663086
be	0.9466423988342285
be	0.9998446106910706
be	1.0000118017196655
be	0.8790889382362366
be	0.8521252274513245
be	0.9943413734436035
be	0.636823832988739
be	0.9817658066749573
be	0.9753297567367554
be	0.9753297567367554
be	0.9995732307434082
be	0.998451828956604
be	0.9011700749397278
be	0.5800177454948425
ru	0.7320241928100586
be	0.9972822666168213
be	0.999679684638977
be	0.9999976754188538
be	0.9538600444793701
be	1.00006103515625
ru	0.504313588142395
be	0.9997811913490295
be	0.8886862993240356
be	1.0000102519989014
be	1.000038981437683
uk	0.4957391917705536
be	0.9967759847640991
ru	0.5801719427108765
be	0.9212945699691772
be	0.9356874823570251
be	0.9895126819610596
be	0.9880630373954773
be	0.9932804703712463
be	0.9992067217826843
be	0.9914540648460388
be	0.9914540648460388
be	0.9767787456512451
be	0.9999217987060547
be	0.9966500401496887
be	0.6535406112670898
be	0.858431875705719
be	0.9955134987831116
be	0.9927568435668945
be	0.9990077614784241
be	0.9999924898147583
be	0.9969591498374939
be	0.9950928092002869
be	0.9979944825172424
be	0.9989191293716431
be	0.9979205131530762
be	0.9909694790840149
be	0.9989345669746399
be	0.9908831715583801
be	0.9867917895317078
be	0.9862282872200012
be	0.6221361756324768
be	0.9576078057289124
be	0.9983915686607361
be	0.99519944190979
be	0.9992746114730835
ru	0.7337368726730347
be	0.9737125635147095
be	0.9940348267555237
be	0.9521947503089905
be	0.999833881855011
be	0.9993675351142883
be	0.9970495104789734
be	0.9997830986976624
be	0.999972939491272
be	0.49812424182891846
be	0.9934268593788147
be	0.9623534679412842
ru	0.778557300567627
be	0.9993590712547302
ru	0.8502269387245178
be	0.9998287558555603
be	0.9907678961753845
be	0.7991452813148499
be	0.997408926486969
be	0.9988551139831543
be	0.9969382882118225
ru	0.9852875471115112
uk	0.9776011109352112
be	0.9121720194816589
be	1.000077486038208
be	0.9995293617248535
be	0.9998719096183777
be	0.9851402640342712
ru	0.5634540319442749
be	0.9171221852302551
be	0.9987477660179138
be	0.9616299867630005
be	0.9720880389213562
be	0.9971255660057068
uk	0.787571132183075
be	0.9994887113571167
be	0.9837875962257385
ru	0.9665665626525879
be	0.6876532435417175
be	0.6876532435417175
be	0.9813411235809326
be	0.9996415972709656
be	0.2875026762485504
be	0.9903124570846558
be	0.999921977519989
be	0.9774420857429504
be	0.9774420857429504
ru	0.5130186676979065
be	1.000045657157898
be	0.9981798529624939
be	0.9838583469390869
be	0.34314239025115967
be	0.9995888471603394
be	0.887144923210144
be	0.9690442681312561
be	0.807816743850708
be	0.766148567199707
uk	0.9019357562065125
be	0.9364778995513916
be	0.9997361898422241
be	0.9523438215255737
be	0.3725350499153137
be	0.8678337931632996
be	0.999401330947876
ru	0.839637279510498
ru	0.8494101166725159
be	0.9183282852172852
be	0.9993705749511719
be	0.9915275573730469
be	0.9999467134475708
be	0.9968422055244446
be	0.8682993054389954
be	0.999846339225769
be	0.999846339225769
be	0.9343315958976746
bg	0.5670340061187744
uk	0.5141366124153137
be	0.9984347224235535
be	0.9912967681884766
be	0.9997109770774841
ru	0.6522581577301025
uk	0.8561785221099854
ru	0.5589101314544678
be	0.999315619468689
be	0.9879482984542847
be	0.9990541338920593
be	0.8728863596916199
be	0.9426441192626953
be	0.9987571835517883
be	0.9993629455566406
uk	0.9605627059936523
be	0.9917416572570801
be	0.9989497661590576
mhr	0.3766268491744995
be	0.9996238350868225
be	0.9753079414367676
be	0.7546249032020569
uk	0.42684507369995117
be	0.9994147419929504
be	0.9089943766593933
be	0.9990903735160828
be	0.9951701164245605
be	0.7966213822364807
be	0.9998243451118469
be	0.9997463822364807
be	0.9996432065963745
be	0.4939710795879364
be	0.9993835687637329
be	1.0000009536743164
be	0.9999188184738159
be	0.88252192735672
be	0.9874085187911987
be	0.9939301609992981
be	0.9762223958969116
be	0.9990981221199036
be	0.9990981221199036
be	0.9856343269348145
be	0.9469795227050781
be	0.5206543207168579
be	0.9875100255012512
be	0.9964601397514343
be	0.8493813276290894
be	0.9997009038925171
be	0.9072286486625671
be	0.5903787016868591
be	0.9946683049201965
be	0.9891300797462463
be	0.9994753003120422
be	0.9167203307151794
be	0.7589069604873657
be	0.9960566759109497
be	0.9989463686943054
be	0.9965678453445435
uk	0.680823564529419
be	0.8086719512939453
ru	0.5825059413909912
be	0.9994311928749084
be	0.9955930113792419
be	0.5468789339065552
be	0.9950386881828308
be	0.8895600438117981
be	0.9828125834465027
be	0.972750186920166
be	0.9672234654426575
be	0.9999970197677612
be	0.9774452447891235
be	0.9871864914894104
be	0.9532752633094788
be	0.9979843497276306
uk	0.6721474528312683
uk	0.7024062871932983
be	0.9998617768287659
be	0.9471746683120728
be	0.9999160766601562
be	0.9967628121376038
be	0.9909151792526245
be	0.9528692364692688
be	0.8710105419158936
be	0.9989991784095764
be	0.970576822757721
be	0.9999680519104004
be	0.9999680519104004
be	0.9992786049842834
be	0.9992786049842834
be	0.9991121292114258
be	0.9996524453163147
uk	0.6917858719825745
be	0.6511725783348083
be	0.4464940130710602
be	0.9986597299575806
be	0.6958775520324707
be	0.9998723268508911
be	0.7491902709007263
be	0.5264498591423035
uk	0.9219603538513184
uk	0.6427186131477356
be	0.9758877754211426
ru	0.5779010653495789
be	0.9962878823280334
be	0.570514976978302
be	0.9999489188194275
be	0.9148028492927551
uk	0.8944494724273682
be	0.9999712705612183
uk	0.849252462387085
be	0.9896577596664429
be	1.0000423192977905
be	0.9926364421844482
be	0.9938469529151917
ru	0.9918082356452942
be	0.829337477684021
be	0.9998563528060913
be	0.9827360510826111
uk	0.9378494620323181
uk	0.8705278635025024
be	0.9993665218353271
be	0.875835120677948
be	1.0000395774841309
be	0.4483602046966553
be	0.9992762207984924
be	0.9990431666374207
be	0.9994698762893677
be	0.9985842108726501
be	0.9910046458244324
be	0.9996486902236938
ru	0.8773539066314697
be	0.9949072599411011
be	1.0000659227371216
be	0.998285174369812
uk	0.5899016857147217
be	0.998995304107666
be	0.9995862245559692
be	0.997504472732544
be	0.44158512353897095
be	0.9999698400497437
be	0.9999814629554749
be	0.9992320537567139
be	0.8724215626716614
be	0.9972676038742065
be	0.8866097927093506
be	0.999687910079956
be	0.9948627948760986
uk	0.6058769226074219
be	0.9889549016952515
be	0.9904590249061584
be	0.8877521753311157
be	0.8933343291282654
be	0.9941365122795105
be	0.9999104738235474
be	1.0000096559524536
be	0.9996330142021179
be	0.9758217930793762
be	0.9758217930793762
be	0.9947457313537598
be	0.9947457313537598
be	0.9235581159591675
be	0.8983310461044312
be	0.9025273323059082
be	0.999799907207489
be	0.9903591275215149
be	0.9981322288513184
be	0.9927860498428345
be	0.9944971203804016
be	0.9956300854682922
be	0.9803727865219116
be	0.9980373978614807
be	0.9797093272209167
be	0.9707892537117004
be	0.9004510641098022
pl	0.9962124824523926
be	0.9951508045196533
be	0.99764084815979
be	0.9994871616363525
be	0.9946207404136658
be	0.987774133682251
be	0.9954389929771423
pl	0.8160039186477661
be	0.9968549013137817
be	0.9955511093139648
be	0.9974597692489624
be	0.9418190717697144
be	0.9958228468894958
be	0.9998160600662231
be	0.9818195104598999
be	0.9650737643241882
be	0.9966364502906799
be	0.9996735453605652
be	0.9999539256095886
be	0.5159949660301208
be	0.8872164487838745
be	0.9118232727050781
be	0.998692512512207
be	0.99941086769104
be	0.982247531414032
be	0.9989048838615417
be	0.9983976483345032
be	0.999670684337616
be	0.999925971031189
be	0.9995324611663818
be	0.9777148365974426
ru	0.8243860602378845
be	0.9980337023735046
be	0.966002881526947
be	0.9310844540596008
be	0.9998860955238342
be	0.9999435544013977
be	0.998533308506012
be	0.9979836940765381
be	0.9966594576835632
be	0.999586820602417
be	0.9981264472007751
be	0.9861019849777222
be	0.9182223081588745
be	0.9990838170051575
be	0.9996632933616638
be	0.9704005122184753
be	0.9995383620262146
be	0.9998217821121216
be	0.9219319224357605
be	0.9999593496322632
be	0.9997843503952026
be	0.9993577003479004
be	0.8683162331581116
be	0.9972410202026367
be	0.9985020160675049
be	0.9918545484542847
be	1.000001072883606
be	0.9988086819648743
be	0.9883767366409302
be	0.8778236508369446
be	0.9988690614700317
be	0.9998421669006348
be	0.9766771793365479
bg	0.45620477199554443
be	0.9970176815986633
be	0.9964478611946106
be	0.999877393245697
ru	0.8655986785888672
be	0.9026853442192078
be	0.9990963339805603
be	0.9771280884742737
be	0.7430786490440369
ru	0.5941773056983948
be	0.9986635446548462
be	0.9933342933654785
be	0.9990943074226379
be	0.9999603629112244
be	0.98193359375
be	0.5373711585998535
be	0.9975699782371521
be	0.5339809060096741
be	0.9906468391418457
be	0.9979172348976135
be	0.9853647947311401
be	0.9938270449638367
be	0.997281014919281
be	0.9978894591331482
be	1.0000028610229492
be	0.4892079532146454
be	0.9721444845199585
be	0.527884840965271
be	1.0000685453414917
be	0.8510340452194214
be	0.9970993399620056
be	0.9999756217002869
ru	0.805785059928894
be	0.9918559193611145
be	1.0000537633895874
be	0.9999333620071411
be	0.9999706745147705
be	0.9568473100662231
be	0.9252682328224182
be	0.7274318933486938
be	0.8541994094848633
be	0.9979212880134583
be	0.9102149605751038
be	0.9605934619903564
be	0.9662396311759949
be	0.983614444732666
be	0.9998961091041565
be	0.9916108250617981
uk	0.697781503200531
ru	0.7449050545692444
be	0.994525671005249
be	0.9988778233528137
be	0.9991461038589478
be	0.972566545009613
be	0.9996323585510254
be	0.9993687868118286
be	0.9988710880279541
be	0.9133772253990173
be	0.9979566931724548
uk	0.6947153210639954
be	0.999783992767334
be	0.9985345602035522
uk	0.740598738193512
be	0.9992891550064087
be	0.9994854927062988
be	0.9892573952674866
be	0.992378294467926
be	0.99863600730896
be	0.999830961227417
be	0.9950430989265442
be	0.8461856842041016
be	0.992601215839386
be	0.9998847246170044
be	1.0000193119049072
be	0.9947997331619263
be	0.9832032322883606
be	0.9995924234390259
be	0.8642055988311768
be	0.9796706438064575
be	0.9990177154541016
uk	0.5152640342712402
be	0.9997757077217102
be	0.9995389580726624
be	0.9985492825508118
be	0.9665847420692444
be	0.9991400241851807
be	0.9999479651451111
be	0.7834138870239258
be	0.6294806003570557
be	0.9880263209342957
be	0.9726618528366089
be	0.7409993410110474
be	0.9712421298027039
be	0.9866893291473389
be	0.9395099878311157
be	0.6105148196220398
be	0.9915081858634949
be	0.9995002746582031
be	0.9922950267791748
be	0.9997763633728027
be	0.9989840388298035
be	0.9410731792449951
be	0.9947970509529114
ru	0.9997585415840149
be	0.9996870756149292
be	0.998951256275177
be	0.9889240860939026
uk	0.7767024040222168
ru	0.8745627999305725
be	0.9942286014556885
be	0.9815071225166321
be	0.9944109320640564
be	0.9997578263282776
be	0.9533722400665283
be	0.9985331296920776
be	0.999707818031311
be	0.9998820424079895
be	0.9993727803230286
be	0.9999662041664124
be	0.9995884895324707
be	0.7551994323730469
be	0.9996844530105591
be	0.9987716674804688
be	0.9582944512367249
be	0.9996973872184753
be	0.743853747844696
be	0.9994575381278992
be	0.927837073802948
be	0.9839051961898804
be	0.9994171857833862
be	0.9971229434013367
be	0.9986153841018677
be	0.9545995593070984
be	0.9545995593070984
be	0.9998357892036438
be	0.9887596368789673
be	0.9911786317825317
be	0.9991922378540039
be	0.9476712942123413
be	0.9995698928833008
be	0.995864987373352
be	0.9883059859275818
be	0.9997177124023438
ru	0.7385520339012146
be	0.9873753190040588
be	0.9622032642364502
be	0.982086718082428
be	0.994236946105957
be	0.9987025260925293
be	0.9983310103416443
be	0.9983388781547546
be	0.9758572578430176
be	0.9921474456787109
be	0.8870854377746582
be	0.9955013990402222
be	0.9998997449874878
be	0.9996193051338196
ru	0.6809870600700378
be	0.9999791383743286
be	0.9994206428527832
be	0.998059093952179
be	0.9925894737243652
be	0.9802123308181763
be	0.9989228248596191
be	0.9990994334220886
be	0.8964152336120605
be	1.000014066696167
be	0.996834397315979
be	0.9633511304855347
be	0.992197573184967
be	0.9994047284126282
be	0.9806272983551025
be	0.9960685968399048
be	0.6130321621894836
be	0.9996644258499146
be	0.9698718786239624
be	0.999119758605957
be	0.9998776316642761
be	0.983900249004364
be	0.9702632427215576
be	0.8814722299575806
be	0.9997387528419495
be	0.9343722462654114
be	0.9987257122993469
uk	0.667372465133667
be	0.9907870292663574
be	0.9983457922935486
be	0.9999615550041199
be	0.9999473690986633
be	0.9990675449371338
be	1.0000438690185547
be	1.0000139474868774
be	0.9967444539070129
be	0.8811054825782776
be	0.9999144077301025
be	0.9962698221206665
be	0.9999269247055054
be	0.9969232678413391
be	0.8591294884681702
be	0.9915155172348022
be	1.0000609159469604
be	0.9977753758430481
be	0.9969319701194763
be	0.8999502658843994
be	0.999210000038147
be	0.9999125003814697
be	0.9920257925987244
be	0.9173204302787781
be	0.8585414290428162
be	0.9989162683486938
be	0.9992554783821106
be	1.000002384185791
be	0.8851126432418823
be	0.9992278218269348
be	0.9726307988166809
uk	0.6146383881568909
be	0.7189632058143616
be	0.999194324016571
be	0.9974786043167114
ru	0.5223549008369446
be	0.9997488260269165
be	0.9987237453460693
be	1.0000282526016235
be	0.9995864629745483
be	0.9955157041549683
be	0.9974656105041504
be	0.9711204171180725
be	0.996798574924469
be	0.9999075531959534
be	0.9995457530021667
uk	0.45222207903862
be	0.999849796295166
be	0.9997128844261169
be	0.9994763135910034
be	1.0000183582305908
be	0.9254148006439209
be	0.9693155884742737
be	0.9926648139953613
uk	0.475509375333786
be	0.9999280571937561
be	0.9986682534217834
be	0.9689829349517822
be	0.9991441369056702
be	0.997593343257904
be	0.9921729564666748
be	0.9968639612197876
be	0.999980628490448
be	0.9983837008476257
be	0.9966045022010803
uk	0.9120581746101379
be	0.9986413717269897
be	0.9118277430534363
be	0.8312151432037354
be	0.9910799264907837
be	0.9682866334915161
be	0.7690404653549194
be	0.9997571706771851
be	0.9444935917854309
be	0.6075049042701721
be	0.7153750061988831
be	0.9541730880737305
be	0.6637012362480164
be	0.9995145797729492
be	0.9985928535461426
be	0.9990283250808716
be	0.9901154041290283
be	0.9051717519760132
be	0.5994995832443237
be	0.9925865530967712
be	0.9999679923057556
be	0.9935732483863831
be	0.8600150346755981
be	0.9995817542076111
be	0.9986342191696167
be	0.9803975820541382
be	0.9995935559272766
be	0.9932119846343994
be	0.9798493385314941
be	0.7734532356262207
be	0.9250473976135254
be	0.9785932302474976
be	0.978886067867279
be	0.9964830875396729
be	0.9996310472488403
be	0.9998288154602051
ru	0.7699944972991943
be	0.9973632097244263
uk	0.8403378129005432
be	0.9961674213409424
be	0.6470180153846741
be	0.9999638795852661
be	0.4766276776790619
be	0.9964920878410339
be	0.9126876592636108
be	0.9946385622024536
be	0.9999642968177795
be	0.9896790385246277
be	0.9862763285636902
be	0.9988450407981873
be	0.9938276410102844
be	0.9892711043357849
be	0.9994373917579651
be	0.8047927618026733
be	0.9997996687889099
be	0.7514114379882812
be	0.9843716621398926
be	0.6502904891967773
be	0.9914459586143494
uk	0.7445240616798401
be	0.9985172748565674
be	0.9999916553497314
be	0.9333296418190002
be	1.000011682510376
be	0.9995484948158264
be	0.9972980618476868
be	0.9983416199684143
be	1.0000334978103638
be	0.9981651902198792
be	0.9494626522064209
be	0.6108819842338562
be	0.7440527081489563
be	1.0000221729278564
be	0.940113365650177
be	0.9813469648361206
be	0.9654374718666077
be	0.9994701743125916
be	0.9697437286376953
be	0.9697437286376953
be	0.9087966084480286
be	0.9995123744010925
be	0.9977905750274658
be	1.0000015497207642
be	0.9882941246032715
be	0.8664137125015259
be	0.7582890391349792
be	0.9136479496955872
be	0.9383183717727661
be	0.9954902529716492
be	0.9992539882659912
be	0.6563543081283569
be	0.9999299645423889
be	0.9803211092948914
be	0.9988433718681335
be	0.7726757526397705
be	0.9999508261680603
be	0.9972569942474365
be	0.9993650317192078
be	0.9925589561462402
be	0.9991903305053711
be	0.9778761267662048
be	0.9999436140060425
be	0.9989625811576843
be	0.9919693470001221
be	0.9982255697250366
be	0.9888054132461548
be	0.9999949932098389
be	0.9830939769744873
be	0.9999430775642395
be	0.9985710382461548
be	0.9998213648796082
be	1.0000061988830566
be	0.4693652391433716
be	0.9838106632232666
be	0.8220160007476807
be	0.9996700882911682
be	0.9867883324623108
be	0.999489963054657
be	0.9990048408508301
be	0.9993188381195068
be	0.7156931161880493
be	0.7787654399871826
be	0.9830152988433838
be	0.5596340894699097
be	0.9999467730522156
be	0.9998850226402283
be	0.9981462359428406
be	0.9969554543495178
be	0.9886009693145752
be	0.8145111799240112
be	0.9902355670928955
be	0.6260616779327393
be	0.8585106730461121
be	0.9990840554237366
be	0.9944416284561157
ru	0.5177373886108398
be	0.7376795411109924
be	0.9773123860359192
be	0.9995008707046509
uk	0.49833348393440247
uk	0.49833348393440247
be	0.9987934827804565
be	0.9987934827804565
be	0.9987934827804565
be	0.801325261592865
be	0.9997544288635254
be	0.9980358481407166
be	0.9994630813598633
be	0.6393998861312866
be	0.8350579142570496
be	0.9528139233589172
be	0.9897484183311462
be	0.9954226016998291
be	0.9537148475646973
ru	0.6600364446640015
be	0.5518789291381836
be	0.9895136952400208
be	0.9999995231628418
be	0.999428927898407
be	0.9987058639526367
be	0.9999911189079285
be	1.0000581741333008
be	0.9908702969551086
be	0.9999645948410034
be	0.9991229772567749
be	0.9994879364967346
be	0.9986311197280884
be	0.9989618062973022
be	0.694293200969696
be	0.7892770171165466
be	0.9995186924934387
be	0.9378353357315063
be	0.9989347457885742
be	0.998870313167572
be	0.7200725674629211
be	0.9999170303344727
be	0.9433689117431641
be	0.9799157977104187
be	0.9827319979667664
be	0.9971308708190918
be	0.9949826598167419
be	0.9014908671379089
be	0.9090019464492798
be	0.9887655973434448
be	0.9966726303100586
be	0.9967727065086365
be	0.99993497133255
be	0.9415290951728821
be	0.9300695657730103
ru	0.938194215297699
be	0.9989902377128601
be	0.984295129776001
be	1.0000065565109253
be	0.9999319911003113
be	1.0000133514404297
be	0.9917370676994324
be	0.9984327554702759
be	0.9965921640396118
uk	0.8774139881134033
be	0.8042608499526978
be	0.94696444272995
be	0.9998509883880615
be	0.9850172400474548
ru	0.9052584171295166
be	0.9996211528778076
uk	0.5068653225898743
be	0.9973304867744446
be	0.9613757133483887
be	0.9613757133483887
be	0.990522563457489
be	0.9971588253974915
be	0.9991977214813232
be	0.9989173412322998
be	0.9995177388191223
be	0.8980311751365662
be	0.8980311751365662
be	0.9918460249900818
be	0.9996525049209595
be	0.9996525049209595
be	0.9983196258544922
be	0.9983196258544922
be	0.8261398673057556
be	0.6099598407745361
be	0.9992753863334656
be	0.91768878698349
be	0.998604416847229
be	0.999815046787262
be	0.9993298649787903
uk	0.9814560413360596
be	0.9910681247711182
be	1.0000571012496948
be	0.9876427054405212
be	0.9899212121963501
be	0.7684665322303772
be	0.8882796764373779
be	0.9998098015785217
be	0.9884095191955566
be	0.9712015390396118
be	0.6674652099609375
be	0.8993914127349854
be	0.7163223028182983
be	0.9988645315170288
be	0.8522151112556458
be	0.572048544883728
be	0.8420928120613098
be	0.9956116676330566
be	0.9944626688957214
be	0.6927011013031006
be	0.9965359568595886
be	0.9984645843505859
be	0.9911246299743652
be	1.000046968460083
be	0.998657763004303
be	0.9994373917579651
be	0.9967556595802307
be	0.9950680136680603
be	0.9900786876678467
be	0.9962249994277954
be	0.5619798898696899
be	0.990454375743866
be	0.4477834403514862
be	0.9881203770637512
be	0.947445273399353
be	0.9985571503639221
be	0.9985566735267639
be	0.9074527025222778
be	0.9985372424125671
be	0.9743366837501526
be	0.3433285355567932
be	0.3433285355567932
be	0.9840269684791565
be	0.9723392724990845
be	0.9962073564529419
be	0.9962073564529419
be	0.9990745782852173
be	0.999197781085968
be	0.9999178647994995
be	0.7754508256912231
be	1.0000041723251343
be	0.9864616394042969
be	0.9640969634056091
be	0.8314449191093445
be	0.9935619831085205
be	0.9959752559661865
be	0.90524822473526
ru	0.8530013561248779
be	0.982132077217102
ru	0.4170306921005249
be	1.0000742673873901
be	1.0000742673873901
be	0.9995713233947754
be	0.9991224408149719
be	0.8642957210540771
be	0.9749043583869934
