kz_lang	probability
kk	1.0000720024108887
ky	0.19260823726654053
kk	0.9944744110107422
kk	1.0000360012054443
kk	1.0000616312026978
kk	0.9975985288619995
kk	0.9311642050743103
kk	0.9946231245994568
kk	0.9947810173034668
ba	0.571606457233429
kk	0.9918940663337708
kk	0.9974327683448792
kk	1.0000207424163818
kk	0.9991596937179565
kk	0.989658772945404
kk	0.9956427216529846
kk	1.000066876411438
kk	0.9997383952140808
kk	0.5613755583763123
kk	0.9998236298561096
kk	0.9891634583473206
kk	0.8010433912277222
kk	0.8804976344108582
kk	0.8804976344108582
kk	0.9997515082359314
kk	0.7159687280654907
kk	0.41722574830055237
kk	0.9984960556030273
kk	0.9290430545806885
kk	0.9472458362579346
kk	0.8791866302490234
kk	0.9993413686752319
kk	0.9997283816337585
kk	0.9985911846160889
kk	0.9996904134750366
kk	0.9983612298965454
kk	0.999700129032135
kk	0.9998593926429749
kk	1.0000603199005127
kk	0.9889414310455322
kk	0.9969362020492554
kk	0.8249208927154541
kk	0.9903634786605835
kk	0.6037098169326782
kk	0.9988572597503662
kk	0.9913334846496582
kk	0.9999594688415527
kk	0.985481858253479
ru	0.8006199598312378
kk	0.8212836384773254
kk	0.9994036555290222
kk	0.9769216775894165
kk	0.9372265338897705
kk	0.9669149518013
kk	0.9998794198036194
kk	0.9993902444839478
kk	0.9815537333488464
kk	0.8401418328285217
kk	0.5605475306510925
kk	0.9991987347602844
kk	0.9994967579841614
kk	0.9115361571311951
kk	0.7219822406768799
kk	0.9880266189575195
kk	0.9792557954788208
kk	0.9528248906135559
kk	0.9947937726974487
kk	0.46862995624542236
kk	1.000022053718567
kk	0.999707043170929
kk	0.9649336338043213
kk	0.9941356778144836
uk	0.7381656765937805
kk	0.9993152022361755
kk	0.9999901056289673
kk	1.0000778436660767
kk	0.9998640418052673
kk	0.9964918494224548
kk	0.9162229895591736
kk	0.9811227917671204
kk	0.9975243806838989
kk	0.9997936487197876
kk	0.9961819052696228
kk	0.9951139688491821
kk	0.8778656721115112
kk	0.9995478987693787
kk	0.9859012365341187
kk	0.7992725372314453
kk	1.0000267028808594
kk	1.0000267028808594
kk	0.9964894652366638
kk	0.9990577101707458
kk	0.9970188140869141
kk	0.8533652424812317
kk	0.9819480180740356
kk	1.000076174736023
kk	0.9996249675750732
kk	1.0000149011611938
kk	0.8514487147331238
ky	0.5022383332252502
kk	0.9992913007736206
kk	0.9918355345726013
kk	1.0000507831573486
kk	1.0000507831573486
kk	0.9990532398223877
kk	1.0000661611557007
kk	0.9999319314956665
kk	0.9620047211647034
kk	0.792702853679657
kk	1.0000492334365845
kk	1.0000040531158447
kk	1.0000784397125244
kk	1.000057339668274
kk	1.0000638961791992
kk	0.9971243739128113
kk	0.9821552634239197
kk	0.9961672425270081
kk	1.000047206878662
kk	0.9963905811309814
kk	0.9644532203674316
kk	0.9999849796295166
kk	0.8720816373825073
kk	0.9989715814590454
kk	1.0000660419464111
kk	0.6814939975738525
ru	0.6925349235534668
kk	0.9999626278877258
kk	0.9997271299362183
kk	1.000052571296692
kk	0.988568902015686
kk	0.9991119503974915
kk	0.981012761592865
ru	0.5947349667549133
kk	0.7841683626174927
kk	0.7841683626174927
kk	0.999081015586853
kk	0.999081015586853
kk	0.7891044020652771
kk	0.9779266119003296
kk	0.9968993663787842
kk	0.9987698793411255
kk	0.8161959648132324
kk	0.9492724537849426
kk	0.9997314810752869
kk	1.000015139579773
kk	0.790187418460846
kk	0.7463469505310059
kk	0.9912671446800232
kk	0.9912671446800232
kk	0.9439013004302979
kk	0.9595386385917664
kk	0.9991214275360107
kk	0.9991217851638794
kk	0.9995102882385254
kk	1.0000567436218262
kk	0.9256696701049805
kk	0.938355028629303
kk	0.9981157779693604
kk	0.9911218881607056
kk	0.9972675442695618
kk	0.9556219577789307
kk	0.7188631296157837
kk	0.7188631296157837
kk	0.9969646334648132
kk	0.998455286026001
kk	0.9999358057975769
mhr	0.41344282031059265
kk	1.0000568628311157
kk	1.0000568628311157
kk	0.8771106600761414
kk	1.0000118017196655
kk	0.9411493539810181
kk	0.9957953095436096
kk	1.0000561475753784
kk	0.9621797800064087
kk	0.9981799721717834
kk	0.991683304309845
kk	0.9739779233932495
kk	0.9993318319320679
kk	0.9995285272598267
kk	0.9988681674003601
kk	0.9999959468841553
kk	0.982063889503479
kk	0.9792649745941162
kk	0.7244069576263428
kk	0.9963470697402954
kk	0.9694004058837891
kk	0.9891600012779236
kk	0.9993943572044373
kk	0.9998036026954651
kk	0.9997844696044922
kk	0.9974462985992432
kk	0.999353289604187
kk	0.715849757194519
kk	1.0000686645507812
kk	1.0000717639923096
kk	0.9936379194259644
kk	1.0000605583190918
tt	0.5394546389579773
kk	0.997439980506897
kk	0.9987740516662598
kk	1.0000649690628052
kk	1.0000669956207275
kk	1.0000478029251099
kk	0.9653840661048889
kk	1.0000524520874023
kk	0.9997603893280029
kk	0.9497759938240051
kk	0.999955952167511
kk	0.9996421337127686
kk	0.9993266463279724
kk	0.9999484419822693
kk	0.9999622106552124
kk	0.9996251463890076
kk	0.9912464022636414
kk	0.9996644854545593
kk	0.9960170388221741
kk	0.9990390539169312
kk	0.9990390539169312
kk	1.0000797510147095
kk	0.9993953704833984
kk	0.9967775344848633
kk	0.9537857174873352
kk	0.9999340176582336
kk	0.9998758435249329
kk	0.9992630481719971
kk	0.9998711347579956
kk	1.000070333480835
kk	0.9996525645256042
kk	1.0000665187835693
kk	0.9949890971183777
kk	0.9988027811050415
kk	0.9983347058296204
kk	0.9922134280204773
kk	0.8933306932449341
kk	0.9944301843643188
ky	0.37957149744033813
kk	0.9877977967262268
kk	0.9927651882171631
kk	0.9930922389030457
kk	0.9879423379898071
kk	1.0000699758529663
mk	0.7020123600959778
kk	0.9973684549331665
kk	0.9764494299888611
kk	0.9984087347984314
kk	0.9824504852294922
kk	0.9984750747680664
kk	1.0000330209732056
kk	0.9961416125297546
kk	0.9996925592422485
kk	1.0000767707824707
kk	1.0000691413879395
kk	0.9880242347717285
kk	0.9967101216316223
kk	0.9990933537483215
kk	0.996669590473175
kk	0.9999806880950928
kk	0.9843836426734924
uk	0.655288815498352
kk	0.9998000264167786
kk	0.9998000264167786
kk	0.9823540449142456
kk	0.9159231185913086
kk	0.9692525267601013
kk	0.9945929646492004
kk	0.9985299110412598
kk	0.7132055759429932
kk	0.9945584535598755
kk	0.9980065822601318
kk	0.5116197466850281
kk	1.0000734329223633
kk	0.999711811542511
kk	0.9997279644012451
kk	0.9950071573257446
kk	0.9878801703453064
kk	0.9929552674293518
kk	0.9775311350822449
kk	0.9965474605560303
kk	0.9997785091400146
kk	0.9998096227645874
kk	0.998311460018158
kk	0.9998971223831177
kk	0.9039310216903687
kk	0.9998597502708435
kk	0.9897823333740234
tt	0.6337386965751648
kk	0.9993726015090942
kk	1.0000371932983398
kk	1.0000590085983276
kk	0.9999657869338989
kk	0.3885723352432251
kk	1.0000675916671753
kk	0.9289833903312683
kk	0.9997435808181763
kk	0.990989625453949
kk	0.9999816417694092
kk	0.9905821681022644
kk	1.0000730752944946
kk	0.9745330214500427
kk	0.9999522566795349
kk	0.9989280104637146
kk	1.0000580549240112
kk	0.9979954957962036
kk	1.0000152587890625
kk	0.9999667406082153
kk	1.000009536743164
kk	0.9975882768630981
kk	0.9997772574424744
kk	0.9893234372138977
kk	0.9999781847000122
kk	0.9996174573898315
kk	0.9999557137489319
kk	0.9999121427536011
kk	0.9984203577041626
kk	0.9999517202377319
kk	0.9915370345115662
kk	0.9988585114479065
kk	1.0000587701797485
kk	0.9991779327392578
kk	0.9874938726425171
kk	0.9999162554740906
kk	0.80903160572052
kk	0.8124719858169556
kk	0.8124719858169556
kk	0.9991883039474487
ky	0.4401493966579437
kk	0.993369996547699
kk	0.9983590841293335
kk	1.0000712871551514
kk	0.9991706609725952
kk	0.9386908411979675
kk	0.9994101524353027
kk	0.9999878406524658
kk	0.9817397594451904
kk	0.9996926784515381
kk	0.8747859597206116
kk	0.9994785189628601
kk	0.9921134114265442
kk	0.995881974697113
kk	0.9822849035263062
kk	0.9988528490066528
kk	0.9979580044746399
kk	0.9822759628295898
kk	0.9043093323707581
kk	0.6278745532035828
kk	1.00004243850708
ky	0.4152691662311554
kk	1.0000669956207275
kk	0.9993525147438049
kk	1.000075101852417
kk	1.0000754594802856
kk	0.9818143844604492
kk	0.9818143844604492
kk	0.9818143844604492
kk	0.9818143844604492
kk	1.0000697374343872
kk	0.9956561326980591
kk	1.00001859664917
kk	0.9998973608016968
kk	1.0000405311584473
kk	0.9980543255805969
kk	0.9957985877990723
kk	1.0000085830688477
kk	0.9998568296432495
kk	1.0000687837600708
kk	0.9994741082191467
kk	0.9993655681610107
kk	0.9999503493309021
kk	0.9386540651321411
kk	1.0000776052474976
kk	0.9970982670783997
kk	0.9991403818130493
kk	0.9472517967224121
kk	0.8935402631759644
kk	0.9589227437973022
kk	0.8083215355873108
kk	0.9991697669029236
kk	1.0000529289245605
kk	0.9964272975921631
kk	1.0000767707824707
kk	1.000071406364441
kk	1.0000646114349365
